"VM";"Powerstate";"Template";"SRM Placeholder";"Config status";"DNS Name";"Connection state";"Guest state";"Heartbeat";"Consolidation Needed";"PowerOn";"Suspend time";"Creation date";"Change Version";"CPUs";"Memory";"NICs";"Disks";"min Required EVC Mode Key ";"Latency Sensitivity";"EnableUUID";"CBT";"Primary IP Address";"Network #1";"Network #2";"Network #3";"Network #4";"Network #5";"Network #6";"Network #7";"Network #8";"Num Monitors";"Video Ram KiB";"Resource pool";"Folder";"vApp";"DAS protection";"FT State";"FT Latency";"FT Bandwidth";"FT Sec. Latency";"Provisioned MiB";"In Use MiB";"Unshared MiB";"HA Restart Priority";"HA Isolation Response";"HA VM Monitoring";"Cluster rule(s)";"Cluster rule name(s)";"Boot Required";"Boot delay";"Boot retry delay";"Boot retry enabled";"Boot BIOS setup";"Firmware";"HW version";"HW upgrade status";"HW upgrade policy";"HW target";"Path";"Log directory";"Snapshot directory";"Suspend directory";"Annotation";"FRBCK10";"Post-it";"Datacenter";"Cluster";"Host";"OS according to the configuration file";"OS according to the VMware Tools";"VM ID";"VM UUID";"VI SDK Server type";"VI SDK API Version";"VI SDK Server";"VI SDK UUID"
"FRSPRIDP002";"poweredOn";"False";"False";"green";"FRSPRIDP002.stago.grp";"connected";"running";"green";"False";"45284,2502430556";;"25569,0416666667";"45298,1085532407";"2";"4096";"1";"2";"intel-ivybridge";"normal";"True";"True";"172.20.220.27";"Vlan 305";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Okta";;"True";"notConfigured";"gray";"-1";"-1";"127084";"51970";"47765";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-013581] FRSPRIDP002/FRSPRIDP002.vmx";"[ssd-013581] FRSPRIDP002/";"[ssd-013581] FRSPRIDP002/";"[ssd-013581] FRSPRIDP002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-3060";"42365bb7-e9a5-f4b1-6056-735738299ba3";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRINV001";"poweredOn";"False";"False";"green";"FRSPRINV001.stago.grp";"connected";"running";"green";"False";"45277,2517476852";;"45230,4480555556";"45299,3715740741";"2";"4096";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.215.185";"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"96380";"25936";"21716";;;;;;"False";"0";"10000";"False";"False";"efi";"14";"none";"never";;"[ssd-013658] FRSPRINV001/FRSPRINV001.vmx";"[ssd-013658] FRSPRINV001/";"[ssd-013658] FRSPRINV001/";"[ssd-013658] FRSPRINV001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.52";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2022 (64-bit)";"vm-636679";"4236ace8-24fe-2de7-de21-b71932af32ce";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRITQ001";"poweredOn";"False";"False";"green";"FRSPRITQ001.stago.grp";"connected";"running";"green";"False";"45284,2564699074";;"25569,0416666667";"45296,7513773148";"2";"8192";"1";"2";"intel-ivybridge";"normal";;"True";"172.31.215.41";"STAGO-OVH-VLAN29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"152707";"94523";"85176";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008128] FRSPRITQ001/FRSPRITQ001.vmx";"[pcc-008128] FRSPRITQ001/";"[pcc-008128] FRSPRITQ001/";"[pcc-008128] FRSPRITQ001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.79";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-246991";"4236d3dc-5f8e-e84e-0fcf-db7095eef43b";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRK8S001";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"44767,7018518519";;"25569,0416666667";"45299,3715625";"8";"16384";"1";"2";"intel-ivybridge";"normal";;"True";;"Vlan 61";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337";;"True";"notConfigured";"gray";"-1";"-1";"282820";"105477";"88896";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-010350] FRSPRK8S001/FRSPRK8S001.vmx";"[ssd-010350] FRSPRK8S001/";"[ssd-010350] FRSPRK8S001/";"[ssd-010350] FRSPRK8S001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.50";"CentOS 4/5/6/7 (64-bit)";"CentOS 4/5 (64-bit)";"vm-228353";"42369ca1-b88a-cb62-07a9-625723c96fea";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRK8S002";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"44643,6213425926";;"44476,4295486111";"45299,3715740741";"8";"16384";"1";"2";"intel-ivybridge";"normal";;"True";;"Vlan 61";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337";;"True";"notConfigured";"gray";"-1";"-1";"282815";"138106";"121530";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-010350] FRSPRK8S002/FRSPRK8S002.vmx";"[ssd-010350] FRSPRK8S002/";"[ssd-010350] FRSPRK8S002/";"[ssd-010350] FRSPRK8S002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.52";"CentOS 4/5/6/7 (64-bit)";"CentOS 4/5 (64-bit)";"vm-354056";"4236a2f6-d1e4-57a5-82d1-4c952463810e";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRLAB001";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"45194,8487152778";;"44525,9221527778";"45299,3715740741";"4";"32768";"1";"1";"intel-ivybridge";"normal";;"True";;"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"1081534";"207703";"174744";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017967] FRSPRLAB001/FRSPRLAB001.vmx";"[ssd-017967] FRSPRLAB001/";"[ssd-017967] FRSPRLAB001/";"[ssd-017967] FRSPRLAB001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.52";"Debian GNU/Linux 8 (64-bit)";;"vm-368901";"4236d2be-af14-5e06-2a97-384bbb15d8c8";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRLGS001";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"44329,5339236111";;"25569,0416666667";"45299,3715625";"4";"8192";"1";"2";"intel-ivybridge";"normal";;"True";;"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337";;"True";"notConfigured";"gray";"-1";"-1";"582053";"564601";"556219";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-010350] FRSPRLGS001_1/FRSPRLGS001.vmx";"[ssd-010350] FRSPRLGS001_1/";"[ssd-010350] FRSPRLGS001_1/";"[ssd-010350] FRSPRLGS001_1/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.52";"CentOS 4/5/6/7 (64-bit)";"CentOS 4/5 (64-bit)";"vm-238215";"4236183e-d8b2-3d1a-86c4-a23cb4b76eeb";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRLIC001";"poweredOn";"False";"False";"green";"FRSPRLIC001.stago.grp";"connected";"running";"green";"False";"45284,2503009259";;"44741,5002546296";"45299,3750462963";"2";"4096";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.215.212";"STAGO-OVH-VLAN29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"106583";"64641";"60457";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-014282] FRSPRLIC001/FRSPRLIC001.vmx";"[ssd-014282] FRSPRLIC001/";"[ssd-014282] FRSPRLIC001/";"[ssd-014282] FRSPRLIC001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.51";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2022 (64-bit)";"vm-435852";"42369514-933c-e019-285d-8c47be85acf0";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRLPS001";"poweredOn";"False";"False";"green";"FRSPRLPS001.stago.grp";"connected";"running";"green";"False";"45277,2512847222";;"45120,6693287037";"45296,74875";"2";"8192";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.215.201";"STAGO-OVH-VLAN29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"110982";"43747";"35165";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008011] FRSPRLPS001/FRSPRLPS001.vmx";"[pcc-008011] FRSPRLPS001/";"[pcc-008011] FRSPRLPS001/";"[pcc-008011] FRSPRLPS001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.78";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-599255";"42362064-753c-6b80-d606-33201c50c13f";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRLTN002";"poweredOn";"False";"False";"green";"FRSPRLTN002.stago.grp";"connected";"running";"green";"False";"45284,2504398148";;"45028,5224884259";"45299,3715740741";"2";"4096";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.215.241";"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"598158";"26778";"22539";;;;;;"False";"0";"10000";"False";"False";"efi";"14";"none";"never";;"[ssd-016714] FRSPRLTN002/FRSPRLTN002.vmx";"[ssd-016714] FRSPRLTN002/";"[ssd-016714] FRSPRLTN002/";"[ssd-016714] FRSPRLTN002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.52";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2022 (64-bit)";"vm-569391";"42367e2c-bb15-cfd0-fd70-76cfcf34e9a8";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRM30001";"poweredOn";"False";"False";"green";"FRSPRM30001.stago.grp";"connected";"running";"green";"False";"45284,2516319444";;"25569,0416666667";"45296,679837963";"2";"4096";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.215.34";"STAGO-OVH-VLAN29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"147580";"61881";"57661";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-008128] FRSPRM30001/FRSPRM30001.vmx";"[pcc-008128] FRSPRM30001/";"[pcc-008128] FRSPRM30001/";"[pcc-008128] FRSPRM30001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-92831";"423655f8-99a4-b5a8-7308-b8d59103b7ab";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRMAP001";"poweredOn";"False";"False";"green";"FRSPRMAP001.stago.grp";"connected";"running";"green";"False";"45277,2503472222";;"44620,8212615741";"45298,289224537";"4";"4096";"1";"1";"intel-ivybridge";"normal";"True";"True";"172.31.215.78";"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"86117";"58386";"54188";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-014282] FRSPRMAP001/FRSPRMAP001.vmx";"[ssd-014282] FRSPRMAP001/";"[ssd-014282] FRSPRMAP001/";"[ssd-014282] FRSPRMAP001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.74";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-397038";"42360384-1fc2-7837-f455-fd5e4ee20639";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRMSG001";"poweredOn";"False";"False";"green";"FRSPRMSG001.stago.grp";"connected";"running";"green";"False";"45270,2503009259";;"25569,0416666667";"45296,7500694444";"8";"32768";"2";"3";"intel-cascadelake";"normal";"True";"True";"192.168.252.7";"STAGO-OVH-VLAN29";"Stago-Stockage-Vlan3000";;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Messagerie";;"True";"notConfigured";"gray";"-1";"-1";"647822";"622052";"588630";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017967] FRSPRMSG001/FRSPRMSG001.vmx";"[ssd-017967] FRSPRMSG001/";"[ssd-017967] FRSPRMSG001/";"[ssd-017967] FRSPRMSG001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.75";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2012 (64-bit)";"vm-10070";"42369537-91b3-5207-afd9-02722812d07a";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRMSG002";"poweredOn";"False";"False";"green";"FRSPRMSG002.stago.grp";"connected";"running";"green";"False";"45277,2502546296";;"25569,0416666667";"45291,4999189815";"8";"32768";"2";"3";"intel-ivybridge";"normal";"True";"True";"192.168.252.20";"STAGO-OVH-VLAN29";"Stago-Stockage-Vlan3000";;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Messagerie";;"True";"notConfigured";"gray";"-1";"-1";"647763";"629188";"595927";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017967] FRSPRMSG002/FRSPRMSG002.vmx";"[ssd-017967] FRSPRMSG002/";"[ssd-017967] FRSPRMSG002/";"[ssd-017967] FRSPRMSG002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.72";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2012 (64-bit)";"vm-10971";"4236706e-d38e-6ffb-3804-e80ed8c6e6e9";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRMSO001";"poweredOn";"False";"False";"green";"FRSPRMSO001.stago.grp";"connected";"running";"green";"False";"45298,2503009259";;"44592,5060416667";"45297,8599884259";"4";"16384";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.215.71";"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"139788";"57277";"40368";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017967] FRSPRMSO001/FRSPRMSO001.vmx";"[ssd-017967] FRSPRMSO001/";"[ssd-017967] FRSPRMSO001/";"[ssd-017967] FRSPRMSO001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.73";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-387914";"4236983a-f2fc-ca63-83e0-3518732cb232";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRNAC001";"poweredOn";"False";"False";"green";"frsprnac001";"connected";"running";"green";"False";"45244,5726736111";;"45229,6294675926";"45291,5115625";"4";"12288";"1";"1";"intel-cascadelake";"normal";;"True";"172.20.68.6";"VLAN 385";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"204983";"43037";"42853";;;;;;"False";"0";"10000";"False";"False";"bios";"19";"none";"never";;"[pcc-006965] FRSPRNAC001/FRSPRNAC001.vmx";"[pcc-006965] FRSPRNAC001/";"[pcc-006965] FRSPRNAC001/";"[pcc-006965] FRSPRNAC001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.74";"Other Linux (64-bit)";"Other 4.x Linux (64-bit)";"vm-636330";"4236a10a-fe7c-1673-797a-4404ea3820ee";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRNAC002";"poweredOn";"False";"False";"green";"frsprnac002";"connected";"running";"green";"False";"45244,5859837963";;"45229,6418981481";"45291,5032986111";"14";"32768";"1";"1";"intel-cascadelake";"normal";;"True";"172.20.68.7";"VLAN 385";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"205020";"85587";"85366";;;;;;"False";"0";"10000";"False";"False";"bios";"19";"none";"never";;"[pcc-006965] FRSPRNAC002/FRSPRNAC002.vmx";"[pcc-006965] FRSPRNAC002/";"[pcc-006965] FRSPRNAC002/";"[pcc-006965] FRSPRNAC002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.74";"Other Linux (64-bit)";"Other 4.x Linux (64-bit)";"vm-636331";"42366bb4-988b-8db3-120c-59b99c2c17ed";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRNAC003";"poweredOn";"False";"False";"green";"frsprnac003";"connected";"running";"green";"False";"45267,4526967593";;"45229,6136921296";"45291,5038078704";"14";"32768";"1";"1";"intel-cascadelake";"normal";;"True";"172.20.68.8";"VLAN 385";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"205013";"56410";"56197";;;;;;"False";"0";"10000";"False";"False";"bios";"19";"none";"never";;"[pcc-006965] FRSPRNAC003/FRSPRNAC003.vmx";"[pcc-006965] FRSPRNAC003/";"[pcc-006965] FRSPRNAC003/";"[pcc-006965] FRSPRNAC003/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.78";"Other Linux (64-bit)";"Other 4.x Linux (64-bit)";"vm-636329";"42368e05-cbfc-9264-d130-245d000dbbaf";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRNAS001-New";"poweredOn";"False";"False";"green";"FRSPRNAS001";"connected";"running";"green";"False";"45016,6518865741";;"45016,6113194444";"45291,5326157407";"2";"4096";"1";"1";"intel-cascadelake";"normal";;"True";"172.31.129.17";"Vlan 61";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"2082936";"163623";"159407";;;;;;"False";"0";"10000";"False";"False";"bios";"19";"none";"never";;"[pcc-007949] FRSPRNAS001-New/FRSPRNAS001-New.vmx";"[pcc-007949] FRSPRNAS001-New/";"[pcc-007949] FRSPRNAS001-New/";"[pcc-007949] FRSPRNAS001-New/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.72";"Ubuntu Linux (64-bit)";"Ubuntu Linux (64-bit)";"vm-565150";"42361122-fd03-96ef-25a2-409bbd5d44b1";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRNAS002";"poweredOn";"False";"False";"green";"FRSPRNAS002.stago.grp";"connected";"running";"green";"False";"45296,4317939815";;"45294,6027430556";"45297,2858101852";"2";"8192";"1";"1";"intel-cascadelake";"normal";"True";;"172.31.215.250";"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"90201";"21427";"13145";;;;;;"False";"0";"10000";"False";"False";"efi";"14";"none";"never";;"[ssd-016714] FRSPRNAS002/FRSPRNAS002.vmx";"[ssd-016714] FRSPRNAS002/";"[ssd-016714] FRSPRNAS002/";"[ssd-016714] FRSPRNAS002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.74";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2022 (64-bit)";"vm-660135";"42366a5e-b502-9cc9-b7ea-bed915e9b870";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRNIT002";"poweredOn";"False";"False";"green";"FRSPRNIT002.stago.grp";"connected";"running";"green";"False";"45284,7562731481";;"25569,0416666667";"45296,7638888889";"2";"3072";"2";"2";"intel-cascadelake";"normal";;"True";"172.31.215.91";"STAGO-OVH-VLAN29";"Vlan 15";;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/NIT-INFRA";"/pcc-178-33-102-147_datacenter4337/INFRA NIT";;"True";"notConfigured";"gray";"-1";"-1";"126056";"64888";"61712";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-014110] FRSPRNIT002/FRSPRNIT002.vmx";"[ssd-014110] FRSPRNIT002/";"[ssd-014110] FRSPRNIT002/";"[ssd-014110] FRSPRNIT002/";"VM d'administration - Neurones IT Administration R?seaux de backup - 192.168.252.0/24";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-29230";"4236ee33-92e3-60cb-3a29-d1417806150a";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPRNXS001";"poweredOn";"False";"False";"green";"FRSPRNXS001";"connected";"running";"green";"False";"44984,4907291667";;"44980,7149421296";"45297,8354861111";"4";"32768";"1";"1";"intel-cascadelake";"normal";;"True";"172.31.129.13";"Vlan 61";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"1599984";"1494104";"1460839";;;;;;"False";"0";"10000";"False";"False";"bios";"14";"none";"never";;"[pcc-007949] FRSPRNXS001/FRSPRNXS001.vmx";"[pcc-007949] FRSPRNXS001/";"[pcc-007949] FRSPRNXS001/";"[pcc-007949] FRSPRNXS001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Ubuntu Linux (64-bit)";"Ubuntu Linux (64-bit)";"vm-552543";"42366509-d4f1-a1f5-cf39-0a6940a6ea06";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPROCS002";"poweredOn";"False";"False";"green";"FRSPROCS002";"connected";"running";"green";"False";"45274,4933333333";;"45253,7057407407";"45298,3076388889";"4";"4096";"1";"1";"intel-cascadelake";"normal";;;"172.20.54.7";"VLan 490";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"127063";"8577";"4394";;;;;;"False";"0";"10000";"False";"False";"bios";"19";"none";"never";;"[pcc-007522] FRSPROCS002/FRSPROCS002.vmx";"[pcc-007522] FRSPROCS002/";"[pcc-007522] FRSPROCS002/";"[pcc-007522] FRSPROCS002/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.74";"Other Linux (64-bit)";"Debian GNU/Linux 11 (64-bit)";"vm-645937";"4236906a-fc69-4f42-1df5-0154e24d9f1c";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRSPROEM001";"poweredOn";"False";"False";"green";"FRSPROEM001.stago.grp";"connected";"running";"green";"False";"45298,2505439815";;"44540,6397222222";"45297,9595138889";"4";"16384";"1";"2";"intel-ivybridge";"normal";"True";"True";"172.31.215.73";"Vlan 29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production";;"True";"notConfigured";"gray";"-1";"-1";"1147406";"376153";"359242";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-007875] FRSPROEM001/FRSPROEM001.vmx";"[pcc-007875] FRSPROEM001/";"[pcc-007875] FRSPROEM001/";"[pcc-007875] FRSPROEM001/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-373420";"42362e5e-933c-2308-c311-059499b2574e";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
